Date,AMC,AMD,BABA,BB,BBBY,GME,MVIS,NVDA,SPY,TSLA
2017-09-15,13.618361473083496,12.520000457763672,176.6999969482422,9.270000457763672,25.52400016784668,17.382373809814453,2.880000114440918,178.42977905273438,233.6371612548828,75.96199798583984
2017-09-18,13.377327919006348,13.079999923706055,179.97999572753906,9.260000228881836,24.3043270111084,17.27956771850586,2.869999885559082,185.80038452148438,234.1341094970703,77.0
2017-09-19,12.573884010314941,13.119999885559082,180.07000732421875,9.140000343322754,24.0639591217041,17.296703338623047,2.7100000381469727,185.6022186279297,234.36846923828125,75.0199966430664
2017-09-20,12.332852363586426,13.739999771118164,177.9499969482422,9.850000381469727,20.244709014892578,17.219600677490234,2.700000047683716,184.10633850097656,234.45285034179688,74.78199768066406
2017-09-21,12.694400787353516,13.40999984741211,177.38999938964844,9.609999656677246,19.808473587036133,17.03969383239746,2.640000104904175,179.07369995117188,233.82469177246094,73.2959976196289
2017-09-22,12.774744987487793,13.300000190734863,178.13999938964844,9.130000114440918,20.03994369506836,17.14249610900879,2.680000066757202,177.33013916015625,233.87156677246094,70.21800231933594
2017-09-25,12.172163009643555,12.609999656677246,169.58999633789062,9.140000343322754,20.529592514038086,17.51087760925293,2.5799999237060547,169.40480041503906,233.3933868408203,68.99800109863281
2017-09-26,12.37302303314209,12.449999809265137,167.02000427246094,9.140000343322754,20.422758102416992,17.690784454345703,2.640000104904175,170.3558349609375,233.53402709960938,69.05000305175781
2017-09-27,12.453368186950684,12.739999771118164,170.99000549316406,9.229999542236328,20.69874382019043,17.862123489379883,2.75,174.09063720703125,234.44349670410156,68.19400024414062
2017-09-28,12.051645278930664,12.739999771118164,170.24000549316406,10.470000267028809,20.894601821899414,17.81072425842285,2.7100000381469727,174.04112243652344,234.7247772216797,67.91999816894531
2017-09-29,11.810613632202148,12.75,172.7100067138672,11.180000305175781,20.894601821899414,17.699350357055664,2.7799999713897705,177.10227966308594,235.54986572265625,68.22000122070312
2017-10-02,11.810613632202148,12.710000038146973,173.61000061035156,11.34000015258789,21.010337829589844,17.536577224731445,2.809999942779541,177.33013916015625,236.57180786132812,68.30599975585938
2017-10-03,12.774744987487793,13.420000076293945,178.55999755859375,11.119999885559082,20.716548919677734,17.31383514404297,2.75,177.69668579101562,237.07810974121094,69.62799835205078
2017-10-04,12.694400787353516,13.3100004196167,178.7100067138672,11.079999923706055,20.69874382019043,17.348106384277344,2.7300000190734863,179.1826934814453,237.35940551757812,71.00199890136719
2017-10-05,12.895261764526367,13.34000015258789,178.88999938964844,11.020000457763672,20.69874382019043,17.57941246032715,2.640000104904175,179.08363342285156,238.76577758789062,71.06600189208984
2017-10-06,12.212334632873535,13.229999542236328,179.1999969482422,11.069999694824219,20.396053314208984,17.151065826416016,2.5899999141693115,179.6086883544922,238.49386596679688,71.3759994506836
2017-10-09,11.24820327758789,13.470000267028809,182.08999633789062,11.270000457763672,19.85298728942871,17.262435913085938,2.5799999237060547,183.6605224609375,238.10006713867188,68.58799743652344
2017-10-10,11.12768840789795,13.699999809265137,183.1199951171875,11.34000015258789,19.746156692504883,17.330970764160156,2.630000114440918,187.16751098632812,238.728271484375,71.11799621582031
2017-10-11,11.047342300415039,13.880000114440918,184.69000244140625,11.390000343322754,19.577003479003906,16.782684326171875,2.5799999237060547,189.1587677001953,239.1033172607422,70.91999816894531
2017-10-12,11.12768840789795,14.199999809265137,180.52999877929688,11.489999771118164,18.953815460205078,16.705581665039062,2.5799999237060547,189.2479248046875,238.7470245361328,71.13600158691406
2017-10-13,11.047342300415039,14.220000267028809,178.4499969482422,11.569999694824219,18.9003963470459,16.885486602783203,2.4700000286102295,192.77471923828125,239.0376739501953,71.11399841308594
2017-10-16,11.047342300415039,14.260000228881836,179.55999755859375,11.369999885559082,18.891494750976562,16.62847900390625,2.440000057220459,196.08352661132812,239.35646057128906,70.12000274658203
2017-10-17,11.047342300415039,14.15999984741211,175.32000732421875,11.270000457763672,18.77576446533203,16.842653274536133,2.4100000858306885,195.90521240234375,239.5252227783203,71.1500015258789
2017-10-18,10.926828384399414,14.069999694824219,179.61000061035156,11.25,18.811370849609375,17.17676544189453,2.359999895095825,195.73680114746094,239.75961303710938,71.93000030517578
2017-10-19,11.449065208435059,13.949999809265137,177.92999267578125,11.229999542236328,18.87369155883789,17.17676544189453,2.2899999618530273,195.9547576904297,239.8252410888672,70.36199951171875
2017-10-20,11.24820327758789,13.8100004196167,177.32000732421875,11.119999885559082,19.114065170288086,17.24530029296875,2.450000047683716,195.06314086914062,241.0628662109375,69.0199966430664
2017-10-23,11.368720054626465,14.100000381469727,173.1300048828125,11.0,18.749055862426758,17.37380599975586,2.390000104904175,194.7857666015625,240.125244140625,67.40399932861328
2017-10-24,11.489235877990723,14.25,173.6999969482422,11.020000457763672,19.06955337524414,17.09966278076172,2.3299999237060547,196.82655334472656,240.5471649169922,67.46800231933594
2017-10-25,11.288375854492188,12.329999923706055,170.22000122070312,10.75,18.651126861572266,16.799819946289062,2.319999933242798,191.85337829589844,239.35646057128906,65.16799926757812
2017-10-26,11.810613632202148,12.010000228881836,170.32000732421875,10.739999771118164,18.695640563964844,16.71415138244629,2.359999895095825,193.86444091796875,239.6658477783203,65.23400115966797
2017-10-27,11.850787162780762,11.84000015258789,176.14999389648438,10.6899995803833,18.08135223388672,16.568510055541992,2.2699999809265137,199.97686767578125,241.62539672851562,64.17400360107422
2017-10-30,11.167859077453613,10.890000343322754,181.5800018310547,11.09000015258789,17.743051528930664,16.0801944732666,2.2300000190734863,201.9384307861328,240.72535705566406,64.01599884033203
2017-10-31,11.167859077453613,10.989999771118164,184.88999938964844,10.9399995803833,17.716341018676758,16.01165771484375,2.2100000381469727,204.8806915283203,241.10032653808594,66.30599975585938
2017-11-01,10.806309700012207,10.800000190734863,186.0800018310547,10.779999732971191,18.09915542602539,15.934556007385254,2.2100000381469727,205.26708984375,241.41912841796875,64.21600341796875
2017-11-02,10.324244499206543,10.850000381469727,184.80999755859375,10.710000038146973,17.55609703063965,15.857452392578125,1.659999966621399,204.01881408691406,241.51290893554688,59.85200119018555
2017-11-03,9.56097412109375,11.119999885559082,183.2100067138672,10.949999809265137,17.413652420043945,15.506206512451172,1.5700000524520874,206.74314880371094,242.31922912597656,61.21799850463867
2017-11-06,9.802006721496582,11.930000305175781,187.83999633789062,10.970000267028809,17.787561416625977,15.274898529052734,1.559999942779541,207.67440795898438,242.6942596435547,60.555999755859375
2017-11-07,9.88235092163086,12.050000190734863,188.50999450683594,10.829999923706055,17.146570205688477,14.65807819366455,1.5800000429153442,210.05201721191406,242.52549743652344,61.209999084472656
2017-11-08,9.480628967285156,11.710000038146973,185.89999389648438,10.819999694824219,17.351333618164062,14.735182762145996,1.6200000047683716,207.20877075195312,242.93800354003906,60.87799835205078
2017-11-09,9.15925121307373,11.119999885559082,185.1300048828125,10.760000228881836,17.938913345336914,15.043591499328613,1.600000023841858,203.40463256835938,242.0567169189453,60.597999572753906
2017-11-10,8.837874412536621,11.260000228881836,186.41000366210938,10.779999732971191,17.82317543029785,14.075525283813477,1.6399999856948853,214.12367248535156,241.9816436767578,60.597999572753906
2017-11-13,9.360112190246582,11.09000015258789,184.5399932861328,10.6899995803833,17.55609703063965,13.878483772277832,1.5700000524520874,210.64645385742188,242.2067108154297,63.08000183105469
2017-11-14,9.802006721496582,11.119999885559082,181.7899932861328,10.399999618530273,18.00122833251953,13.869917869567871,1.5800000429153442,212.18194580078125,241.6441650390625,61.7400016784668
2017-11-15,10.083210945129395,11.069999694824219,181.47999572753906,10.329999923706055,17.76085662841797,13.707143783569336,1.5700000524520874,208.02113342285156,240.43467712402344,62.2599983215332
2017-11-16,10.0028657913208,11.25,185.42999267578125,10.380000114440918,18.27721405029297,13.861350059509277,1.4900000095367432,209.63592529296875,242.4785919189453,62.5
2017-11-17,10.40458869934082,11.380000114440918,185.1300048828125,10.300000190734863,18.713441848754883,13.972721099853516,1.4600000381469727,209.3882598876953,241.76602172851562,63.0099983215332
2017-11-20,10.243900299072266,11.34000015258789,188.0,10.239999771118164,18.571001052856445,14.084090232849121,1.4500000476837158,212.0828857421875,242.17855834960938,61.74800109863281
2017-11-21,10.203727722167969,11.399999618530273,190.89999389648438,10.539999961853027,18.045743942260742,14.33253288269043,1.559999942779541,214.0345458984375,243.7630615234375,63.5620002746582
2017-11-22,10.605450630187988,11.369999885559082,189.83999633789062,10.729999542236328,18.749055862426758,14.880820274353027,1.6299999952316284,213.07286071777344,243.54747009277344,62.52000045776367
2017-11-24,11.12768840789795,11.380000114440918,191.19000244140625,10.789999961853027,18.392948150634766,14.923653602600098,1.7000000476837158,215.08535766601562,244.10997009277344,63.11000061035156
2017-11-27,11.97130298614502,11.550000190734863,188.02999877929688,10.880000114440918,18.464168548583984,15.566176414489746,1.6799999475479126,212.28973388671875,243.98812866210938,63.36199951171875
2017-11-28,12.975605964660645,11.170000076293945,186.69000244140625,10.930000305175781,19.568103790283203,16.29436683654785,1.7300000190734863,208.88934326171875,246.4633331298828,63.5099983215332
2017-11-29,12.37302303314209,10.829999923706055,179.91000366210938,10.649999618530273,20.529592514038086,16.72271728515625,1.6799999475479126,194.72279357910156,246.31332397460938,61.507999420166016
2017-11-30,11.449065208435059,10.890000343322754,177.0800018310547,10.770000457763672,19.93311309814453,16.381973266601562,1.690000057220459,198.97573852539062,248.4698028564453,61.77000045776367
2017-12-01,11.408320426940918,10.729999542236328,174.61000061035156,10.789999961853027,19.959821701049805,16.399446487426758,1.6299999952316284,195.97193908691406,247.95411682128906,61.305999755859375
2017-12-04,11.652783393859863,10.029999732971191,169.5800018310547,10.4399995803833,21.722549438476562,16.949880599975586,1.5299999713897705,185.04714965820312,247.65408325195312,61.040000915527344
2017-12-05,11.775016784667969,9.90999984741211,168.9600067138672,10.34000015258789,20.98362922668457,16.836299896240234,1.5,186.1178436279297,246.7633819580078,60.7400016784668
2017-12-06,11.612040519714355,10.0,172.6300048828125,10.210000038146973,20.556303024291992,16.609134674072266,1.5099999904632568,187.6246795654297,246.8102569580078,62.652000427246094
2017-12-07,11.693530082702637,10.039999961853027,174.47000122070312,10.289999961853027,20.09335708618164,16.27712631225586,1.5199999809265137,190.3311004638672,247.5884552001953,62.24800109863281
2017-12-08,11.937992095947266,9.9399995803833,177.6199951171875,10.25,20.54739761352539,16.77513885498047,1.5399999618530273,189.83544921875,248.93861389160156,63.0260009765625
2017-12-11,12.426920890808105,10.15999984741211,179.2899932861328,10.5600004196167,20.707643508911133,16.661556243896484,1.5199999809265137,192.97802734375,249.68862915039062,65.78199768066406
2017-12-12,12.426920890808105,9.899999618530273,174.63999938964844,10.65999984741211,20.636425018310547,16.69650650024414,1.5299999713897705,189.19102478027344,250.1292724609375,68.20600128173828
2017-12-13,12.345433235168457,10.109999656677246,176.47000122070312,10.649999618530273,20.9747257232666,16.312074661254883,1.659999966621399,184.5712890625,250.10118103027344,67.80599975585938
2017-12-14,12.875104904174805,10.130000114440918,171.75,10.670000076293945,20.12354850769043,16.058698654174805,1.7200000286102295,184.85882568359375,249.07920837402344,67.5780029296875
2017-12-15,12.304689407348633,10.289999961853027,173.5500030517578,10.84000015258789,20.266908645629883,16.023754119873047,1.7000000476837158,189.9048309326172,251.1533966064453,68.69000244140625
2017-12-18,12.426920890808105,10.979999542236328,173.3699951171875,10.9399995803833,21.1539249420166,16.30333709716797,1.7200000286102295,196.19003295898438,252.74603271484375,67.77400207519531
2017-12-19,12.426920890808105,10.949999809265137,171.27999877929688,10.869999885559082,21.476469039916992,16.06743812561035,1.6799999475479126,194.41549682617188,251.77537536621094,66.22000122070312
2017-12-20,12.100968360900879,10.979999542236328,172.63999938964844,12.170000076293945,22.014057159423828,15.94511890411377,1.7200000286102295,195.09954833984375,251.64344787597656,65.7959976196289
2017-12-21,12.549152374267578,10.890000343322754,175.32000732421875,11.800000190734863,19.272377014160156,16.11985969543457,1.7300000190734863,194.1973876953125,252.16175842285156,66.33200073242188
2017-12-22,12.14171314239502,10.539999961853027,176.2899932861328,11.600000381469727,20.09667205810547,15.98006820678711,1.649999976158142,193.58273315429688,252.09580993652344,65.04000091552734
2017-12-26,11.734272956848145,10.460000038146973,172.3300018310547,11.279999732971191,20.732812881469727,16.172285079956055,1.690000057220459,195.73399353027344,251.79421997070312,63.45800018310547
2017-12-27,11.489808082580566,10.529999732971191,172.97000122070312,11.220000267028809,20.544658660888672,15.94511890411377,1.75,195.46633911132812,251.91673278808594,62.327999114990234
2017-12-28,12.100968360900879,10.550000190734863,172.3000030517578,11.350000381469727,20.320667266845703,15.875223159790039,1.6699999570846558,195.69435119628906,252.43504333496094,63.071998596191406
2017-12-29,12.304689407348633,10.279999732971191,172.42999267578125,11.170000076293945,19.702444076538086,15.683008193969727,1.6299999952316284,191.82803344726562,251.48324584960938,62.27000045776367
2018-01-02,12.549152374267578,10.979999542236328,183.64999389648438,12.020000457763672,19.971237182617188,15.953855514526367,1.6399999856948853,197.62753295898438,253.28314208984375,64.10600280761719
2018-01-03,12.223199844360352,11.550000190734863,184.0,13.529999732971191,19.603885650634766,15.901432991027832,1.6399999856948853,210.63412475585938,254.88516235351562,63.45000076293945
2018-01-04,11.775016784667969,12.119999885559082,185.7100067138672,13.369999885559082,19.38885498046875,16.00627899169922,1.6799999475479126,211.74444580078125,255.95948791503906,62.92399978637695
2018-01-05,11.489808082580566,11.880000114440918,190.6999969482422,13.829999923706055,19.12006187438965,16.320812225341797,1.7799999713897705,213.53883361816406,257.665283203125,63.316001892089844
2018-01-08,11.245345115661621,12.279999732971191,190.3300018310547,14.119999885559082,19.209657669067383,16.80135154724121,1.6100000143051147,220.08181762695312,258.13641357421875,67.28199768066406
2018-01-09,11.32683277130127,11.819999694824219,190.8000030517578,14.399999618530273,19.137983322143555,17.080936431884766,1.5499999523162842,220.0223388671875,258.720703125,66.73799896240234
2018-01-10,11.36757755279541,11.960000038146973,189.7899932861328,13.670000076293945,19.093183517456055,17.19451904296875,1.4800000190734863,221.74729919433594,258.32489013671875,66.95999908447266
2018-01-11,11.489808082580566,12.140000343322754,188.75,13.449999809265137,19.702444076538086,17.43915557861328,1.4500000476837158,222.1438446044922,260.2096252441406,67.58999633789062
2018-01-12,11.775016784667969,12.020000457763672,187.7899932861328,13.649999618530273,20.44610595703125,15.517005920410156,1.4700000286102295,221.0533447265625,261.9059753417969,67.24400329589844
2018-01-16,11.123111724853516,11.90999984741211,182.39999389648438,13.8100004196167,20.616334915161133,14.992779731750488,1.4900000095367432,218.2081298828125,261.0107116699219,68.01200103759766
2018-01-17,11.204602241516113,12.180000305175781,183.8300018310547,13.670000076293945,20.965763092041016,15.289840698242188,1.4800000190734863,222.77830505371094,263.49853515625,69.43199920654297
2018-01-18,10.919391632080078,12.470000267028809,184.39999389648438,13.25,20.7955322265625,15.604373931884766,1.3700000047683716,222.50070190429688,263.0556945800781,68.91400146484375
2018-01-19,10.756416320800781,12.59000015258789,184.0500030517578,13.3100004196167,21.25247573852539,15.8402738571167,1.3200000524520874,228.1217041015625,264.2524719238281,70.00399780273438
2018-01-22,10.797159194946289,12.649999618530273,184.02000427246094,13.279999732971191,21.359996795654297,15.333526611328125,1.2599999904632568,231.6708221435547,266.40106201171875,70.31199645996094
2018-01-23,10.919391632080078,12.9399995803833,192.27999877929688,13.529999732971191,21.467512130737305,15.202467918395996,1.340000033378601,236.84567260742188,266.966552734375,70.55799865722656
2018-01-24,10.756416320800781,12.710000038146973,195.52999877929688,13.25,21.037443161010742,14.835512161254883,1.309999942779541,233.76255798339844,266.86279296875,69.1780014038086
2018-01-25,10.715673446655273,12.40999984741211,198.3300018310547,13.050000190734863,20.634258270263672,14.71319580078125,1.2799999713897705,234.30780029296875,266.9759216308594,67.52799987792969
2018-01-26,10.471208572387695,12.949999809265137,205.22000122070312,13.430000305175781,20.186269760131836,14.90540885925293,1.2599999904632568,241.22752380371094,270.0669250488281,68.56999969482422
2018-01-29,10.471208572387695,13.319999694824219,203.00999450683594,13.0,20.34754180908203,14.98404312133789,1.2100000381469727,244.7170867919922,268.2763977050781,69.90599822998047
2018-01-30,10.267489433288574,12.869999885559082,199.66000366210938,12.579999923706055,20.59841537475586,14.91414737701416,1.2000000476837158,240.62277221679688,265.5246887207031,69.16400146484375
2018-01-31,10.430463790893555,13.739999771118164,204.2899932861328,12.65999984741211,20.679054260253906,14.686983108520508,1.190000057220459,243.6761474609375,265.6566162109375,70.86199951171875
2018-02-01,11.00088119506836,13.25,192.22000122070312,12.899999618530273,20.34754180908203,14.555928230285645,1.2699999809265137,238.4219512939453,265.35498046875,69.8499984741211
2018-02-02,11.36757755279541,12.449999809265137,187.30999755859375,12.40999984741211,19.424694061279297,14.180234909057617,1.2400000095367432,231.50225830078125,259.5782775878906,68.75
2018-02-05,10.878649711608887,11.569999694824219,180.52999877929688,11.859999656677246,18.385366439819336,13.673484802246094,1.1399999856948853,211.85350036621094,248.72201538085938,66.6259994506836
2018-02-06,11.204602241516113,11.649999618530273,185.1699981689453,12.0,18.940866470336914,14.10159969329834,1.1200000047683716,223.63088989257812,253.6224822998047,66.79399871826172
2018-02-07,11.571295738220215,11.600000381469727,180.3000030517578,11.75,19.872676849365234,14.389923095703125,1.2000000476837158,226.82302856445312,252.24656677246094,69.0
2018-02-08,11.204602241516113,11.220000267028809,173.6999969482422,11.40999984741211,19.550128936767578,13.8307523727417,1.149999976158142,215.64051818847656,242.7850799560547,63.04600143432617
2018-02-09,10.960136413574219,11.3100004196167,176.6699981689453,11.609999656677246,19.496370315551758,14.127812385559082,1.1299999952316284,230.07470703125,246.43206787109375,62.08399963378906
2018-02-12,11.32683277130127,11.680000305175781,177.44000244140625,11.729999542236328,19.424694061279297,13.80454158782959,1.1299999952316284,226.05967712402344,250.05081176757812,63.145999908447266
2018-02-13,11.286088943481445,11.779999732971191,179.25,11.770000457763672,19.424694061279297,13.612326622009277,1.190000057220459,230.61997985839844,250.6728057861328,64.73200225830078
2018-02-14,11.612040519714355,12.199999809265137,186.75999450683594,12.100000381469727,20.419221878051758,14.171497344970703,1.190000057220459,239.33399963378906,254.05589294433594,64.46199798583984
2018-02-15,11.937992095947266,12.1899995803833,187.4499969482422,12.119999885559082,20.562578201293945,14.337501525878906,1.2200000286102295,244.37008666992188,257.2976989746094,66.81400299072266
2018-02-16,11.734272956848145,11.819999694824219,183.67999267578125,12.0600004196167,20.517778396606445,14.328764915466309,1.2200000286102295,241.7330780029297,257.3730773925781,67.0979995727539
2018-02-20,11.815760612487793,12.020000457763672,187.19000244140625,12.109999656677246,19.765165328979492,13.856963157653809,1.2300000190734863,246.9278106689453,255.76158142089844,66.9540023803711
2018-02-21,11.734272956848145,11.720000267028809,188.82000732421875,12.199999809265137,19.88163948059082,13.708433151245117,1.2300000190734863,239.42323303222656,254.48939514160156,66.66000366210938
2018-02-22,11.652783393859863,11.84000015258789,188.75,11.90999984741211,19.379894256591797,13.6472749710083,1.25,240.20687866210938,254.81922912597656,69.23400115966797
2018-02-23,12.100968360900879,12.069999694824219,193.2899932861328,12.550000190734863,19.684524536132812,13.953071594238281,1.1100000143051147,243.95655822753906,258.88092041015625,70.41000366210938
2018-02-26,12.589896202087402,12.420000076293945,194.19000244140625,12.579999923706055,19.45157241821289,14.049179077148438,1.1799999475479126,244.60133361816406,261.8870849609375,71.48400115966797
2018-02-27,12.83436107635498,12.529999732971191,188.25999450683594,12.350000381469727,19.137983322143555,13.603589057922363,1.149999976158142,244.08551025390625,258.6170349121094,70.197998046875
2018-02-28,12.223199844360352,12.109999656677246,186.13999938964844,12.140000343322754,19.209657669067383,13.708433151245117,1.100000023841858,240.05809020996094,255.99720764160156,68.61199951171875
2018-03-01,12.01948070526123,11.899999618530273,181.99000549316406,12.109999656677246,18.878150939941406,13.953071594238281,1.100000023841858,230.3466796875,252.27484130859375,66.18599700927734
2018-03-02,12.83436107635498,11.8100004196167,179.75999450683594,12.359999656677246,19.559091567993164,14.257372856140137,1.1399999856948853,234.64190673828125,253.57533264160156,67.02400207519531
2018-03-05,12.83436107635498,11.90999984741211,181.60000610351562,12.390000343322754,19.65764617919922,14.364771842956543,1.1100000143051147,233.75904846191406,256.5061340332031,66.66999816894531
2018-03-06,12.99733829498291,11.760000228881836,187.3699951171875,12.4399995803833,20.078752517700195,14.3737211227417,1.0700000524520874,240.21676635742188,257.1564025878906,65.63999938964844
2018-03-07,12.793618202209473,12.239999771118164,189.0500030517578,12.5,19.61284637451172,14.26632022857666,1.0399999618530273,239.89935302734375,257.0621337890625,66.45999908447266
2018-03-08,12.671384811401367,11.970000267028809,187.17999267578125,12.890000343322754,19.487409591674805,13.997821807861328,1.090000033378601,239.24465942382812,258.30615234375,65.81999969482422
2018-03-09,12.960309982299805,11.699999809265137,190.5500030517578,12.869999885559082,20.12354850769043,14.185771942138672,1.1399999856948853,243.36135864257812,262.8012390136719,65.43399810791016
2018-03-12,12.91903305053711,11.520000457763672,192.74000549316406,12.819999694824219,20.311704635620117,13.91727066040039,1.2000000476837158,247.7558135986328,262.4713439941406,69.10199737548828
2018-03-13,12.17608642578125,11.640000343322754,188.41000366210938,12.609999656677246,20.159391403198242,13.97097110748291,1.2000000476837158,245.72225952148438,260.77508544921875,68.36799621582031
2018-03-14,12.423734664916992,11.359999656677246,192.55999755859375,12.800000190734863,20.007076263427734,13.836721420288086,1.2899999618530273,246.7440185546875,259.4369201660156,65.32599639892578
2018-03-15,12.17608642578125,11.460000038146973,199.05999755859375,13.25,19.727447509765625,13.702470779418945,1.2000000476837158,247.3391876220703,259.1541748046875,65.12000274658203
2018-03-16,11.722062110900879,11.470000267028809,200.27999877929688,12.949999809265137,20.070219039916992,13.800920486450195,1.25,248.47003173828125,259.43524169921875,64.2699966430664
2018-03-19,11.68078899383545,11.430000305175781,194.52999877929688,12.720000267028809,20.079238891601562,13.254971504211426,1.2400000095367432,239.0660858154297,255.9249725341797,62.71200180053711
2018-03-20,11.598238945007324,11.109999656677246,198.9499969482422,13.079999923706055,19.61920166015625,12.950669288635254,1.1799999475479126,247.57725524902344,256.36016845703125,62.11000061035156
2018-03-21,11.68078899383545,11.260000228881836,195.3000030517578,13.15999984741211,19.745485305786133,12.547919273376465,1.1200000047683716,246.56544494628906,255.86817932128906,63.305999755859375
